Id	Category Id	Category	Anatomic Site Id	Anatomic Site	Subsite Id	Subsite	Diagnosis Id	Diagnosis	Diagnosis Modifier Id	Diagnosis Modifier	Combined Diagnosis	Combined Diagnosis Id
926SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
926SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
388SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
388SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
388SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
388SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
469SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
469SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
469SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
469SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
469SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
469SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
166	C6	MALIGNANT					D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM492	POLYCYTHEMIA VERA	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ POLYCYTHEMIA VERA	CD890
1398SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
927SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
470SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
470SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
470SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
470SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
470SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
470SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
389SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
389SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
389SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
389SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
167	C6	MALIGNANT					D186	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN)	DM549	PRIMARY MYELOFIBROSIS	LEUKEMIA CHRONIC - MYELOPROLIFERATIVE NEOPLASMS (MPN) \ PRIMARY MYELOFIBROSIS	CD891
1267SS157	C6	MALIGNANT	S1	SKIN	SS157	SEBACEOUS GLAND	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS156	C6	MALIGNANT	S1	SKIN	SS156	SCALP	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS98	C6	MALIGNANT	S1	SKIN	SS98	LEG	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS73	C6	MALIGNANT	S1	SKIN	SS73	GLANDS	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS66	C6	MALIGNANT	S1	SKIN	SS66	FOREHEAD	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS65	C6	MALIGNANT	S1	SKIN	SS65	FOOT	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS57	C6	MALIGNANT	S1	SKIN	SS57	EYELID	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS19	C6	MALIGNANT	S1	SKIN	SS19	BREAST	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS8	C6	MALIGNANT	S1	SKIN	SS8	ARM	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1267SS2	C6	MALIGNANT	S1	SKIN	SS2	ABDOMINAL	D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
2091							D324	LEUKEMIA CUTIS	DM2		LEUKEMIA CUTIS	CD892
1461SS1	C1	INDETERMINANT	S42	TESTIS	SS1	NONE	D325	LEYDIG CELL TUMOR	DM2		LEYDIG CELL TUMOR	CD893
1828							D325	LEYDIG CELL TUMOR	DM2		LEYDIG CELL TUMOR	CD893
1046SS137	C6	MALIGNANT	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D326	LIPID CELL TUMORS	DM2		LIPID CELL TUMORS	CD894
1046SS52	C6	MALIGNANT	S35	OVARY	SS52	EGGS PRESENT	D326	LIPID CELL TUMORS	DM2		LIPID CELL TUMORS	CD894
1046SS80	C6	MALIGNANT	S35	OVARY	SS80	HYLUM	D326	LIPID CELL TUMORS	DM2		LIPID CELL TUMORS	CD894
1046SS42	C6	MALIGNANT	S35	OVARY	SS42	CORTEX	D326	LIPID CELL TUMORS	DM2		LIPID CELL TUMORS	CD894
1046SS41	C6	MALIGNANT	S35	OVARY	SS41	CORPUS LUTEUM	D326	LIPID CELL TUMORS	DM2		LIPID CELL TUMORS	CD894
2013							D326	LIPID CELL TUMORS	DM2		LIPID CELL TUMORS	CD894
1822							D327	LIPOMA	DM2		LIPOMA	CD895
168	C7	BENIGN					D327	LIPOMA	DM2		LIPOMA	CD895
1875							D328	LITHIASIS	DM2		LITHIASIS	CD896
779SS151	C2	DISEASE	S82	KIDNEY	SS151	RENAL PELVIS	D328	LITHIASIS	DM2		LITHIASIS	CD896
779SS105	C2	DISEASE	S82	KIDNEY	SS105	MEDULLA	D328	LITHIASIS	DM2		LITHIASIS	CD896
779SS42	C2	DISEASE	S82	KIDNEY	SS42	CORTEX	D328	LITHIASIS	DM2		LITHIASIS	CD896
1973							D329	LOBULAR CARCINOMA IN SITU	DM2		LOBULAR CARCINOMA IN SITU	CD897
604SS164	C5	PRE-INVASIVE NEOPLASIA	S20	BREAST	SS164	SKIN	D329	LOBULAR CARCINOMA IN SITU	DM2		LOBULAR CARCINOMA IN SITU	CD897
604SS118	C5	PRE-INVASIVE NEOPLASIA	S20	BREAST	SS118	NIPPLE	D329	LOBULAR CARCINOMA IN SITU	DM2		LOBULAR CARCINOMA IN SITU	CD897
604SS114	C5	PRE-INVASIVE NEOPLASIA	S20	BREAST	SS114	"MUSCLE, SKELETAL"	D329	LOBULAR CARCINOMA IN SITU	DM2		LOBULAR CARCINOMA IN SITU	CD897
304SS166	C1	INDETERMINANT	S60	APPENDIX	SS166	SMOOTH MUSCLE	D330	LOW GRADE MUCINOUS CYSTIC TUMOR	DM2		LOW GRADE MUCINOUS CYSTIC TUMOR	CD898
1838							D330	LOW GRADE MUCINOUS CYSTIC TUMOR	DM2		LOW GRADE MUCINOUS CYSTIC TUMOR	CD898
1047SS137	C7	BENIGN	S35	OVARY	SS137	PERITONEAL COVERING INTACT	D331	LUTEOMA	DM2		LUTEOMA	CD899
1047SS52	C7	BENIGN	S35	OVARY	SS52	EGGS PRESENT	D331	LUTEOMA	DM2		LUTEOMA	CD899
1047SS80	C7	BENIGN	S35	OVARY	SS80	HYLUM	D331	LUTEOMA	DM2		LUTEOMA	CD899
1047SS42	C7	BENIGN	S35	OVARY	SS42	CORTEX	D331	LUTEOMA	DM2		LUTEOMA	CD899
1047SS41	C7	BENIGN	S35	OVARY	SS41	CORPUS LUTEUM	D331	LUTEOMA	DM2		LUTEOMA	CD899
1900							D331	LUTEOMA	DM2		LUTEOMA	CD899
1327SS166	C7	BENIGN	S76	SMALL BOWEL	SS166	SMOOTH MUSCLE	D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
1327SS91	C7	BENIGN	S76	SMALL BOWEL	SS91	JEJUNUM	D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
1327SS85	C7	BENIGN	S76	SMALL BOWEL	SS85	ILEUM - PEYERS PATCH	D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
1327SS84	C7	BENIGN	S76	SMALL BOWEL	SS84	ILEUM - ILEOCECAL JUNCTION/VALVE	D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
1327SS83	C7	BENIGN	S76	SMALL BOWEL	SS83	ILEUM	D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
1327SS48	C7	BENIGN	S76	SMALL BOWEL	SS48	DUODENUM	D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
2103							D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
169	C2	DISEASE					D332	LYMPHANGIECTASIA	DM2		LYMPHANGIECTASIA	CD900
1399SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
928SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
471SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
471SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
471SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
471SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
471SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
471SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
390SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
390SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
390SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
390SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
170	C6	MALIGNANT					D187	LYMPHOMA	DM550	HODGKINS	LYMPHOMA \ HODGKINS	CD901
929SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D187	LYMPHOMA	DM551	PRECURSOR T-CELL	LYMPHOMA \ PRECURSOR T-CELL	CD902
929SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D187	LYMPHOMA	DM551	PRECURSOR T-CELL	LYMPHOMA \ PRECURSOR T-CELL	CD902
929SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D187	LYMPHOMA	DM551	PRECURSOR T-CELL	LYMPHOMA \ PRECURSOR T-CELL	CD902
929SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D187	LYMPHOMA	DM551	PRECURSOR T-CELL	LYMPHOMA \ PRECURSOR T-CELL	CD902
