Id	Cat Id	Category	AS Id	Anatomic Site	SubS Id	Subsite	DX Id	Diagnosis
909SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
909SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
909SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
909SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
909SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
452SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
452SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
452SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
452SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
452SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
452SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
371SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
371SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
371SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
371SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
149	C6	MALIGNANT					D873	LEUKEMIA - ACUTE \ B - LYMPHOBLASTIC
1381SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D874	LEUKEMIA - ACUTE \ BASOPHILIC
910SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D874	LEUKEMIA - ACUTE \ BASOPHILIC
453SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D874	LEUKEMIA - ACUTE \ BASOPHILIC
453SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D874	LEUKEMIA - ACUTE \ BASOPHILIC
453SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D874	LEUKEMIA - ACUTE \ BASOPHILIC
453SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D874	LEUKEMIA - ACUTE \ BASOPHILIC
453SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D874	LEUKEMIA - ACUTE \ BASOPHILIC
453SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D874	LEUKEMIA - ACUTE \ BASOPHILIC
372SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D874	LEUKEMIA - ACUTE \ BASOPHILIC
372SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D874	LEUKEMIA - ACUTE \ BASOPHILIC
372SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D874	LEUKEMIA - ACUTE \ BASOPHILIC
372SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D874	LEUKEMIA - ACUTE \ BASOPHILIC
150	C6	MALIGNANT					D874	LEUKEMIA - ACUTE \ BASOPHILIC
1382SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
911SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
454SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
454SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
454SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
454SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
454SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
454SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
373SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
373SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
373SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
373SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
151	C6	MALIGNANT					D875	LEUKEMIA - ACUTE \ ERYTHROLEUKEMIA
1383SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D876	LEUKEMIA - ACUTE \ HAIRY CELL
912SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D876	LEUKEMIA - ACUTE \ HAIRY CELL
455SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D876	LEUKEMIA - ACUTE \ HAIRY CELL
455SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D876	LEUKEMIA - ACUTE \ HAIRY CELL
455SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D876	LEUKEMIA - ACUTE \ HAIRY CELL
455SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D876	LEUKEMIA - ACUTE \ HAIRY CELL
455SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D876	LEUKEMIA - ACUTE \ HAIRY CELL
455SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D876	LEUKEMIA - ACUTE \ HAIRY CELL
374SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D876	LEUKEMIA - ACUTE \ HAIRY CELL
374SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D876	LEUKEMIA - ACUTE \ HAIRY CELL
374SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D876	LEUKEMIA - ACUTE \ HAIRY CELL
374SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D876	LEUKEMIA - ACUTE \ HAIRY CELL
152	C6	MALIGNANT					D876	LEUKEMIA - ACUTE \ HAIRY CELL
1384SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
913SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
456SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
456SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
456SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
456SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
456SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
456SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
375SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
375SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
375SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
375SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
153	C6	MALIGNANT					D877	LEUKEMIA - ACUTE \ MYELOID SARCOMA (CHLOROMA)
1385SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
914SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
457SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
457SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
457SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
457SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
457SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
457SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
376SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
376SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
376SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
376SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
154	C6	MALIGNANT					D878	LEUKEMIA - ACUTE \ OF AMBIGUOUS LINEAGE
1386SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D879	LEUKEMIA - ACUTE \ PLASMA CELL
915SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D879	LEUKEMIA - ACUTE \ PLASMA CELL
458SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D879	LEUKEMIA - ACUTE \ PLASMA CELL
458SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D879	LEUKEMIA - ACUTE \ PLASMA CELL
458SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D879	LEUKEMIA - ACUTE \ PLASMA CELL
458SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D879	LEUKEMIA - ACUTE \ PLASMA CELL
458SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D879	LEUKEMIA - ACUTE \ PLASMA CELL
458SS60	C6	MALIGNANT	S65	BONE MARROW	SS60	FEMUR	D879	LEUKEMIA - ACUTE \ PLASMA CELL
377SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D879	LEUKEMIA - ACUTE \ PLASMA CELL
377SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D879	LEUKEMIA - ACUTE \ PLASMA CELL
377SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D879	LEUKEMIA - ACUTE \ PLASMA CELL
377SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D879	LEUKEMIA - ACUTE \ PLASMA CELL
155	C6	MALIGNANT					D879	LEUKEMIA - ACUTE \ PLASMA CELL
1387SS1	C6	MALIGNANT	S50	SPLEEN	SS1	NONE	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS182	C6	MALIGNANT	S57	LYMPH NODE	SS182	TRACHEAL	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS178	C6	MALIGNANT	S57	LYMPH NODE	SS178	THORACIC	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS150	C6	MALIGNANT	S57	LYMPH NODE	SS150	RENAL	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS129	C6	MALIGNANT	S57	LYMPH NODE	SS129	PELVIC	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS122	C6	MALIGNANT	S57	LYMPH NODE	SS122	PANCREATIC	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS117	C6	MALIGNANT	S57	LYMPH NODE	SS117	"NECK, CERVICAL"	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS107	C6	MALIGNANT	S57	LYMPH NODE	SS107	MESENTERIC	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS103	C6	MALIGNANT	S57	LYMPH NODE	SS103	MAMMARY CHAIN	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS88	C6	MALIGNANT	S57	LYMPH NODE	SS88	INGUINAL	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS76	C6	MALIGNANT	S57	LYMPH NODE	SS76	HILAR	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS33	C6	MALIGNANT	S57	LYMPH NODE	SS33	CERVICAL	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS21	C6	MALIGNANT	S57	LYMPH NODE	SS21	BRONCHIAL	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS16	C6	MALIGNANT	S57	LYMPH NODE	SS16	AXILLARY	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
916SS2	C6	MALIGNANT	S57	LYMPH NODE	SS2	ABDOMINAL	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
378SS198	C6	MALIGNANT	S22	BLOOD	SS198	WHOLE BLOOD	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
378SS159	C6	MALIGNANT	S22	BLOOD	SS159	SERUM	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
378SS140	C6	MALIGNANT	S22	BLOOD	SS140	PLASMA	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
378SS23	C6	MALIGNANT	S22	BLOOD	SS23	BUFFY COAT	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
459SS195	C6	MALIGNANT	S65	BONE MARROW	SS195	VERTEBRAL COLUMN	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
459SS168	C6	MALIGNANT	S65	BONE MARROW	SS168	STERNUM	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
459SS153	C6	MALIGNANT	S65	BONE MARROW	SS153	RIB	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
459SS130	C6	MALIGNANT	S65	BONE MARROW	SS130	PELVIC GIRDLE	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
459SS86	C6	MALIGNANT	S65	BONE MARROW	SS86	ILIAC CREST	D880	LEUKEMIA - ACUTE \ T - LYMPHOBLASTIC
